"Type"	"PvA"	"Gene"	"n"	"n_dep"	"lrt_rate"	"n_PvA"	"type_lrt_rate"	"p.value"	"p.value.adj"	"Group"
"Head And Neck"	"Adult"	"PRDX1 (5052)"	33	0	0.0802792321116928	46	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"PRDX1 (5052)"	21	1	0.0802792321116928	46	0.00174520069808028	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"PRDX1 (5052)"	22	2	0.0802792321116928	46	0.00349040139616056	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"PRDX1 (5052)"	24	1	0.0802792321116928	46	0.00174520069808028	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"PRDX1 (5052)"	2	1	0.0802792321116928	46	0.00174520069808028	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"PRDX1 (5052)"	1	0	0.0802792321116928	46	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"PRDX1 (5052)"	7	1	0.0802792321116928	46	0.00174520069808028	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"PRDX1 (5052)"	1	0	0.0487804878048781	4	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"PRDX1 (5052)"	1	0	0.0487804878048781	4	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"PRDX1 (5052)"	1	0	0.0802792321116928	46	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"PRDX1 (5052)"	1	0	0.0487804878048781	4	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"PRDX1 (5052)"	2	0	0.0487804878048781	4	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"PRDX1 (5052)"	5	0	0.0487804878048781	4	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"PRDX1 (5052)"	2	2	0.0802792321116928	46	0.00349040139616056	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"PRDX1 (5052)"	1	0	0.0487804878048781	4	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"PRDX1 (5052)"	1	0	0.0487804878048781	4	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"PRDX1 (5052)"	2	0	0.0802792321116928	46	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"PRDX1 (5052)"	5	0	0.0802792321116928	46	0	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"PRDX1 (5052)"	4	1	0.0802792321116928	46	0.00174520069808028	"0.500057095999438"	"0.924299083895736"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"ATP6V0E1 (8992)"	35	2	0.108202443280977	62	0.00349040139616056	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"ATP6V0E1 (8992)"	29	4	0.108202443280977	62	0.00698080279232112	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"ATP6V0E1 (8992)"	76	3	0.108202443280977	62	0.00523560209424084	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"ATP6V0E1 (8992)"	38	3	0.108202443280977	62	0.00523560209424084	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"ATP6V0E1 (8992)"	53	3	0.108202443280977	62	0.00523560209424084	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"ATP6V0E1 (8992)"	33	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"ATP6V0E1 (8992)"	31	3	0.108202443280977	62	0.00523560209424084	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"ATP6V0E1 (8992)"	2	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"ATP6V0E1 (8992)"	45	3	0.108202443280977	62	0.00523560209424084	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"ATP6V0E1 (8992)"	2	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"ATP6V0E1 (8992)"	14	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"ATP6V0E1 (8992)"	25	10	0.108202443280977	62	0.0174520069808028	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"ATP6V0E1 (8992)"	1	1	0.108202443280977	62	0.00174520069808028	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"ATP6V0E1 (8992)"	8	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"ATP6V0E1 (8992)"	19	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"ATP6V0E1 (8992)"	8	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"ATP6V0E1 (8992)"	9	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"ATP6V0E1 (8992)"	10	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"ATP6V0E1 (8992)"	1	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"ATP6V0E1 (8992)"	20	2	0.108202443280977	62	0.00349040139616056	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"ATP6V0E1 (8992)"	3	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"ATP6V0E1 (8992)"	5	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"ATP6V0E1 (8992)"	11	4	0.0609756097560976	5	0.0487804878048781	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"ATP6V0E1 (8992)"	25	3	0.108202443280977	62	0.00523560209424084	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"ATP6V0E1 (8992)"	16	1	0.108202443280977	62	0.00174520069808028	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"ATP6V0E1 (8992)"	33	14	0.108202443280977	62	0.0244328097731239	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"ATP6V0E1 (8992)"	21	1	0.108202443280977	62	0.00174520069808028	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"ATP6V0E1 (8992)"	22	1	0.108202443280977	62	0.00174520069808028	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"ATP6V0E1 (8992)"	24	7	0.108202443280977	62	0.012216404886562	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"ATP6V0E1 (8992)"	2	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"ATP6V0E1 (8992)"	1	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"ATP6V0E1 (8992)"	7	1	0.108202443280977	62	0.00174520069808028	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"ATP6V0E1 (8992)"	1	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"ATP6V0E1 (8992)"	1	1	0.0609756097560976	5	0.0121951219512195	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"ATP6V0E1 (8992)"	1	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"ATP6V0E1 (8992)"	1	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"ATP6V0E1 (8992)"	2	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"ATP6V0E1 (8992)"	5	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"ATP6V0E1 (8992)"	2	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"ATP6V0E1 (8992)"	1	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"ATP6V0E1 (8992)"	1	0	0.0609756097560976	5	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"ATP6V0E1 (8992)"	2	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"ATP6V0E1 (8992)"	5	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"ATP6V0E1 (8992)"	4	0	0.108202443280977	62	0	"0.322623610772598"	"0.766607160205965"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"BAMBI (25805)"	35	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"BAMBI (25805)"	29	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"BAMBI (25805)"	76	5	0.0383944153577661	22	0.0087260034904014	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"BAMBI (25805)"	38	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"BAMBI (25805)"	53	4	0.0383944153577661	22	0.00698080279232112	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"BAMBI (25805)"	33	3	0.0383944153577661	22	0.00523560209424084	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"BAMBI (25805)"	31	2	0.0383944153577661	22	0.00349040139616056	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"BAMBI (25805)"	2	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"BAMBI (25805)"	45	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"BAMBI (25805)"	2	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"BAMBI (25805)"	14	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"BAMBI (25805)"	25	1	0.0383944153577661	22	0.00174520069808028	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"BAMBI (25805)"	1	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"BAMBI (25805)"	8	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"BAMBI (25805)"	19	1	0.0121951219512195	1	0.0121951219512195	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"BAMBI (25805)"	8	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"BAMBI (25805)"	9	1	0.0383944153577661	22	0.00174520069808028	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"BAMBI (25805)"	10	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"BAMBI (25805)"	1	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"BAMBI (25805)"	20	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"BAMBI (25805)"	3	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"BAMBI (25805)"	5	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"BAMBI (25805)"	11	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"BAMBI (25805)"	25	1	0.0383944153577661	22	0.00174520069808028	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"BAMBI (25805)"	16	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"BAMBI (25805)"	33	1	0.0383944153577661	22	0.00174520069808028	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"BAMBI (25805)"	21	2	0.0383944153577661	22	0.00349040139616056	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"BAMBI (25805)"	22	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"BAMBI (25805)"	24	1	0.0383944153577661	22	0.00174520069808028	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"BAMBI (25805)"	2	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"BAMBI (25805)"	1	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"BAMBI (25805)"	7	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"BAMBI (25805)"	1	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"BAMBI (25805)"	1	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"BAMBI (25805)"	1	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"BAMBI (25805)"	1	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"BAMBI (25805)"	2	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"BAMBI (25805)"	5	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"BAMBI (25805)"	2	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"BAMBI (25805)"	1	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"BAMBI (25805)"	1	0	0.0121951219512195	1	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"BAMBI (25805)"	2	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"BAMBI (25805)"	5	1	0.0383944153577661	22	0.00174520069808028	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"BAMBI (25805)"	4	0	0.0383944153577661	22	0	"0.34226716559125"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"SMARCAL1 (50485)"	35	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"SMARCAL1 (50485)"	29	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"SMARCAL1 (50485)"	76	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"SMARCAL1 (50485)"	38	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"SMARCAL1 (50485)"	53	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"SMARCAL1 (50485)"	33	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"SMARCAL1 (50485)"	31	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"SMARCAL1 (50485)"	2	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"SMARCAL1 (50485)"	45	2	0.0087260034904014	5	0.00349040139616056	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"SMARCAL1 (50485)"	2	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"SMARCAL1 (50485)"	14	0	0.0731707317073171	6	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"SMARCAL1 (50485)"	25	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"SMARCAL1 (50485)"	1	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"SMARCAL1 (50485)"	8	0	0.0731707317073171	6	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"SMARCAL1 (50485)"	19	0	0.0731707317073171	6	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"SMARCAL1 (50485)"	8	4	0.0731707317073171	6	0.048780487804878	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"SMARCAL1 (50485)"	9	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"SMARCAL1 (50485)"	10	0	0.0731707317073171	6	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"SMARCAL1 (50485)"	1	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"SMARCAL1 (50485)"	20	1	0.0087260034904014	5	0.00174520069808028	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"SMARCAL1 (50485)"	3	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"SMARCAL1 (50485)"	5	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"SMARCAL1 (50485)"	11	2	0.0731707317073171	6	0.024390243902439	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"SMARCAL1 (50485)"	25	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"SMARCAL1 (50485)"	16	1	0.0087260034904014	5	0.00174520069808028	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"SMARCAL1 (50485)"	33	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"SMARCAL1 (50485)"	21	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"SMARCAL1 (50485)"	22	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"SMARCAL1 (50485)"	24	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"SMARCAL1 (50485)"	2	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"SMARCAL1 (50485)"	1	0	0.0087260034904014	5	0	"0.00108805145328201"	"0.0155863370682648"	"Fraction of
adult lines
dependent"
