"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-000500"	"SNU46"	"SNU46_UPPER_AERODIGESTIVE_TRACT"	""	NA	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"laryngeal"	""	"Male"	"KCLB"	2	-1.40797427973514	"Adherent"	"90% RPMI1640 with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3 + 10% h.i. FBS"	"49.7"	"CVCL_5063"	"upper_aerodigestive_tract"	""	"Head and Neck Cancer"	"Squamous Cell Carcinoma, laryngeal"	66	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000501"	"LS123"	"LS123_LARGE_INTESTINE"	""	907792	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1383"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	65	"SIDM00776"	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000502"	"TCCPAN2"	"TCCPAN2_PANCREAS"	""	NA	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Female"	"HSRRB"	3	-4.72509693915963	"Adherent"	"RPMI-1640: 10%FBS"	"16.3"	"CVCL_3178"	"ascites"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	68	""	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000503"	"BICR16"	"BICR16_UPPER_AERODIGESTIVE_TRACT"	""	NA	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"oral"	""	"Male"	"ECACC"	2	-2.45683316634283	"Adherent"	"DMEM;10% FBS;"	"26.3"	"CVCL_2308"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma, oral"	NA	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000504"	"SNB75"	"SNB75_CENTRAL_NERVOUS_SYSTEM"	""	905982	"central_nervous_system"	"glioma"	""	""	"Female"	"Academic lab"	2	-3.75865649868165	"Adherent"	"RPMI-1640: 95.0%;5%FBS"	"32.3"	"CVCL_1706"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioma"	NA	"SIDM00095"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000505"	"RKN"	"RKN_SOFT_TISSUE"	""	1298539	"soft_tissue"	"leiomyosarcoma"	""	""	"Female"	"HSRRB"	2	-5.01783764330765	"Adherent"	"HamsF12; 10% FBS"	"17.8"	"CVCL_3156"	"ovary"	"Primary"	"Sarcoma"	"Leiomyosarcoma"	45	"SIDM00353"	""	"Leiomyosarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000506"	"NCIH146"	"NCIH146_LUNG"	""	910899	"lung"	"SCLC"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1473"	"bone_marrow"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	59	"SIDM00698"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000507"	"KE39"	"KE39_STOMACH"	""	NA	"gastric"	"gastric_adenocarcinoma"	""	""	"Male"	"RIKEN"	2	-4.18402508151442	"Adherent"	"RPMI-1640: 10%FBS"	"30"	"CVCL_3385"	"lymph_node"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	77	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000508"	"CORL88"	"CORL88_LUNG"	""	906808	"lung"	"SCLC"	""	""	"Male"	"ECACC"	NA	NA	""	""	""	"CVCL_1141"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	55	"SIDM00506"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000510"	"NCIH1299"	"NCIH1299_LUNG"	""	724831	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Male"	"ATCC"	2	-5.20731473667585	"Adherent"	"RPMI; 10% FBS"	"35.2"	"CVCL_0060"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	43	"SIDM00649"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000511"	"CALU1"	"CALU1_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Male"	"ATCC"	2	-4.92311412747237	"Adherent"	"McCoy's 5A; 10% FBS"	"21.3"	"CVCL_0608"	"pleura"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	47	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000513"	"SNU1272"	"SNU1272_KIDNEY"	""	NA	"kidney"	"renal_cell_carcinoma"	"clear_cell"	""	"Female"	"KCLB"	NA	NA	""	""	""	"CVCL_8788"	"kidney"	""	"Kidney Cancer"	"Renal Carcinoma, clear cell"	63	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000514"	"NCIH1092"	"NCIH1092_LUNG"	""	687997	"lung"	"SCLC"	""	""	"Male"	"ATCC"	2	-3.52971627203474	"Suspension"	"RPMI-1640: 5%FBS,Hydrocortisone: 10.0 nM, L-glutamine: 2.0 mM, beta-estradiol: 10.0 nM, Insulin-Transferrin-Selenium: 5.0 ml"	"31.3"	"CVCL_1454"	"bone_marrow"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	67	"SIDM00653"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000515"	"HCC33"	"HCC33_LUNG"	""	1303901	"lung"	"SCLC"	""	""	"Male"	"DSMZ"	NA	NA	""	""	""	"CVCL_2058"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	52	"SIDM01071"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000516"	"CAL78"	"CAL78_BONE"	""	1290765	"bone"	"chondrosarcoma"	""	""	"Male"	"DSMZ"	2	-5.56636950972217	"Adherent"	"RPMI-1640: 80.0%"	"33.4"	"CVCL_1809"	"soft_tissue"	""	"Bone Cancer"	"Chondrosarcoma"	76	"SIDM00929"	""	"Chondrosarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000517"	"SNU410"	"SNU410_PANCREAS"	""	NA	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"KCLB"	3	-5.93539634201374	"Adherent"	"RPMI-1640: 10%FBS"	"18.6"	"CVCL_5059"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	53	""	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000518"	"CAL33"	"CAL33_UPPER_AERODIGESTIVE_TRACT"	""	753541	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"oral"	""	"Male"	"DSMZ"	2	-3.46546006442228	""	"DMEM;10% FBS;"	"14.3"	"CVCL_1108"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma, oral"	69	"SIDM00942"	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000520"	"59M"	"59M_OVARY"	""	NA	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"Female"	"ECACC"	2	-3.65997252971144	"Adherent"	"DMEM; 10% FBS + 2 mM Glutamine, sodium pyruvate, ITS"	"5.7"	"CVCL_2291"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	NA	""	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"no"	"CCLE"
"ACH-000521"	"NCIH2030"	"NCIH2030_LUNG"	""	722045	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	3	-3.11293352856478	"Adherent"	"RPMI; 10% FBS"	"14.2"	"CVCL_1517"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00715"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000522"	"UMUC3"	"UMUC3_URINARY_TRACT"	""	724838	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"Male"	"ATCC"	2	-5.12986232383808	"Adherent"	"EMEM; 10% FBS"	"11.7"	"CVCL_1783"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Transitional Cell Carcinoma"	NA	"SIDM01182"	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000523"	"NCIH1184"	"NCIH1184_LUNG"	"H1184"	NA	"lung"	"SCLC"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1458"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	42	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000524"	"KURAMOCHI"	"KURAMOCHI_OVARY"	""	909975	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"Female"	"HSRRB"	3	-6.02228244174118	"Adherent"	"RPMI; 10% FBS"	"47.9"	"CVCL_1345"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	NA	"SIDM00554"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000525"	"NCIH2171"	"NCIH2171_LUNG"	"H2171"	688015	"lung"	"SCLC"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1536"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	50	"SIDM00733"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000526"	"HS821T"	"HS821T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_bone"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0932"	"fibroblast"	"Primary"	"Fibroblast"	"Bone"	31	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000527"	"OVISE"	"OVISE_OVARY"	""	1240198	"ovary"	"ovary_adenocarcinoma"	"clear_cell"	""	"Female"	"HSRRB"	3	-5.80477228474564	"Adherent"	"RPMI; 10% FBS"	"31.8"	"CVCL_3116"	"bone"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, clear cell"	40	"SIDM00564"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000528"	"ABC1"	"ABC1_LUNG"	""	906791	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"HSRRB"	3	-5.80438712650156	"Adherent"	"EMEM; 10% FBS"	"22.5"	"CVCL_1066"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	47	"SIDM00494"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000529"	"T173"	"T173_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_bone"	""	""	"Unknown"	"ATCC"	NA	NA	""	""	""	"CVCL_3605"	"fibroblast"	""	"Fibroblast"	"Bone"	NA	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000530"	"DMS114"	"DMS114_LUNG"	""	687983	"lung"	"SCLC"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1174"	"lung"	"Primary"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	68	"SIDM00865"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000531"	"RS5"	"RS5_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_lung"	""	""	"Male"	"DSMZ"	NA	NA	""	""	""	"CVCL_2182"	"fibroblast"	""	"Fibroblast"	"Lung"	78	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"no"
"ACH-000532"	"SNU61"	"SNU61_LARGE_INTESTINE"	""	1660035	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Male"	"KCLB"	NA	NA	""	""	""	"CVCL_5078"	"liver"	"Metastasis"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	48	"SIDM00194"	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000535"	"BXPC3"	"BXPC3_PANCREAS"	""	906693	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Female"	"ATCC"	2	-4.19943710954329	"Adherent"	"RPMI; 10% FBS"	"18.4"	"CVCL_0186"	"pancreas"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	61	"SIDM00132"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000536"	"BT20"	"BT20_BREAST"	""	906801	"breast"	"breast_ductal_carcinoma"	"ERneg_HER2neg"	"basal_A"	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0178"	"breast"	"Primary"	"Breast Cancer"	"Breast Ductal Carcinoma"	74	"SIDM00893"	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000537"	"SNU761"	"SNU761_LIVER"	""	NA	"liver"	"hepatocellular_carcinoma"	""	""	"Male"	"KCLB"	1	-5.25250449199935	"Adherent"	"RPMI; 10% FBS"	"10.9"	"CVCL_5089"	"liver"	""	"Liver Cancer"	"Hepatocellular Carcinoma"	49	""	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000538"	"HUTU80"	"HUTU80_SMALL_INTESTINE"	""	907073	"gastric"	"duodenal_adenocarcinoma"	""	""	"Male"	"ATCC"	0	-1.59104734942053	"Adherent"	"EMEM; 10% FBS"	"40"	"CVCL_1301"	"small_intestine"	"Primary"	"Gastric Cancer"	"Duodenal Adenocarcinoma"	53	"SIDM00694"	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000539"	"HS618T"	"HS618T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_lung"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0827"	"fibroblast"	"Primary"	"Fibroblast"	"Lung"	60	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000540"	"HS606T"	"HS606T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_breast"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0819"	"fibroblast"	""	"Fibroblast"	"Breast"	44	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000542"	"HEYA8"	"HEYA8_OVARY"	""	NA	"ovary"	"ovary_adenocarcinoma"	"low_grade_serous"	""	"Female"	"Academic lab"	3	-3.51530377909446	"Adherent"	"RPMI; 10% FBS"	"7.1"	"CVCL_8878"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, low grade serous"	NA	"SIDM01215"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000543"	"SNU489"	"SNU489_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"KCLB"	NA	NA	""	""	""	"CVCL_5069"	"central_nervous_system"	""	"Brain Cancer"	"Glioblastoma"	54	""	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000544"	"OE21"	"OE21_OESOPHAGUS"	""	1298359	"esophagus"	"esophagus_squamous"	""	""	"Male"	"HPACC"	2	-3.99328018265269	"Adherent"	"RPMI-1640: 90.0%"	"15.4"	"CVCL_2661"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	74	"SIDM00478"	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000545"	"VMCUB1"	"VMCUB1_URINARY_TRACT"	""	909780	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"Male"	"DSMZ"	2	-3.97797582116604	"Adherent"	"DMEM: 90.0%; 10%FBS"	"32.8"	"CVCL_1786"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Transitional Cell Carcinoma"	NA	"SIDM00414"	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000546"	"HSC4"	"HSC4_UPPER_AERODIGESTIVE_TRACT"	""	907062	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"Male"	"HSRRB"	NA	NA	""	""	""	"CVCL_1289"	"upper_aerodigestive_tract"	"Metastasis"	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	64	"SIDM00588"	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000547"	"HT1197"	"HT1197_URINARY_TRACT"	""	907065	"urinary_tract"	"bladder_carcinoma"	""	""	"Male"	"ATCC"	2	-2.86826509788202	"Adherent"	"EMEM; 10% FBS"	"28"	"CVCL_1291"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Carcinoma"	44	"SIDM00676"	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000548"	"BHY"	"BHY_UPPER_AERODIGESTIVE_TRACT"	""	753535	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"oral"	""	"Male"	"DSMZ"	2	-3.92396310420324	"Adherent"	"DMEM;10% FBS;"	"8.8"	"CVCL_1086"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma, oral"	52	"SIDM00986"	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000549"	"SNU1076"	"SNU1076_UPPER_AERODIGESTIVE_TRACT"	""	NA	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"laryngeal"	""	"Male"	"KCLB"	2	-3.22179425178729	""	"RPMI1640 with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3, 90%; heat inactivated fetal bovine serum (FBS), 10%"	"15"	"CVCL_5006"	"upper_aerodigestive_tract"	""	"Head and Neck Cancer"	"Squamous Cell Carcinoma, laryngeal"	60	"SIDM00168"	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000550"	"IGR39"	"IGR39_SKIN"	""	NA	"skin"	"melanoma"	""	""	"Male"	"DSMZ"	2	-4.45387245609676	"Adherent"	"DMEM; 15% FBS"	"28.9"	"CVCL_2076"	"skin"	"Primary"	"Skin Cancer"	"Melanoma"	26	"SIDM01065"	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000552"	"HT29"	"HT29_LARGE_INTESTINE"	""	905939	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Female"	"ATCC"	2	-4.4477574700005	"Adherent"	"McCoy's 5A; 10% FBS"	"14.8"	"CVCL_0320"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	44	"SIDM00136"	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000553"	"SQ1"	"SQ1_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Male"	"RIKEN"	NA	NA	""	""	""	"CVCL_4900"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000554"	"UACC893"	"UACC893_BREAST"	""	909778	"breast"	"breast_ductal_carcinoma"	"ERneg_HER2pos"	"HER2_amp"	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1782"	"breast"	"Primary"	"Breast Cancer"	"Breast Ductal Carcinoma"	57	"SIDM01186"	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000555"	"A498"	"A498_KIDNEY"	""	905948	"kidney"	"renal_cell_carcinoma"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1056"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	52	"SIDM00124"	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000556"	"SIHA"	"SIHA_CERVIX"	""	930297	"cervix"	"cervical_carcinoma"	""	""	"Female"	"ATCC"	2	-4.03375592808705	"Adherent"	"EMEM; 10% FBS"	"9.5"	"CVCL_0032"	"cervix"	""	"Cervical Cancer"	"Carcinoma"	NA	"SIDM01093"	""	"Cervical"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000558"	"A172"	"A172_CENTRAL_NERVOUS_SYSTEM"	""	687563	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0131"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	53	"SIDM00799"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000559"	"NCIH1836"	"NCIH1836_LUNG"	""	1240182	"lung"	"SCLC"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1498"	"lung"	"Primary"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	52	"SIDM00770"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000560"	"ECC10"	"ECC10_STOMACH"	""	906848	"gastric"	"gastric_small_cell"	""	""	"Male"	"RIKEN"	NA	NA	""	""	""	"CVCL_1188"	"liver"	""	"Gastric Cancer"	"Small Cell Carcinoma"	NA	"SIDM00280"	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000561"	"TDOTT"	"TT_OESOPHAGUS"	""	1299064	"esophagus"	"esophagus_squamous"	""	""	"Male"	"HSRRB"	NA	NA	""	""	""	"CVCL_3174"	"bone"	"Metastasis"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00322"	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000562"	"HCC78"	"HCC78_LUNG"	""	1290908	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"DSMZ"	NA	NA	""	""	""	"CVCL_2061"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	65	"SIDM01068"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000563"	"EBC1"	"EBC1_LUNG"	""	753554	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Male"	"RIKEN"	2	-2.49050340002393	""	""	"23.7"	"CVCL_2891"	"skin"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	69	"SIDM00486"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
